time,d2m,msdwswrf,ssrd,t2m,tcc,tp,u10,v10
2019-01-10 12:00:00,234.72125,,2.0,238.13805,,8.572405e-05,-0.58545244,-0.11317149
2019-01-10 13:00:00,234.80093,,2.0,238.20862,,8.8561326e-05,-0.54003733,-0.17408517
2019-01-10 14:00:00,234.15921,,2.0,237.61165,,9.1399066e-05,-0.5985361,-0.19692004
2019-01-10 15:00:00,234.18146,,2.0,237.61597,,9.3788374e-05,-0.5521145,-0.23705214
2019-01-10 16:00:00,234.28627,,2.0,237.71103,,9.692507e-05,-0.5284634,-0.28570843
2019-01-10 17:00:00,234.16208,,2.0,237.60588,,9.91649e-05,-0.5113541,-0.3046234
2019-01-10 18:00:00,233.81252,,2.0,237.28471,,0.00010155467,-0.5159459,-0.32534277
2019-01-10 19:00:00,233.9245,,2.0,237.37401,,0.00010439195,-0.4902191,-0.34282666
2019-01-10 20:00:00,233.88716,,2.0,237.34592,,3.7332065e-06,-0.4734872,-0.35166195
2019-01-10 21:00:00,234.01279,,2.0,237.46619,,8.661766e-06,-0.44077823,-0.39751834
2019-01-10 22:00:00,234.21664,,2.0,237.65773,,1.4784746e-05,-0.40655962,-0.41966876
2019-01-10 23:00:00,234.71695,,2.0,238.12581,,2.2401568e-05,-0.37586352,-0.46658286
2019-01-11 00:00:00,235.25601,,2.0,238.64429,,2.9868912e-05,-0.35944614,-0.48531118
2019-01-11 01:00:00,235.6946,,2.0,239.05333,,3.7634745e-05,-0.34265134,-0.5059061
2019-01-11 02:00:00,235.38306,,2.0,238.75304,,4.6445988e-05,-0.38636813,-0.5046617
2019-01-11 03:00:00,235.20648,,2.0,238.58669,,5.3913333e-05,-0.3856762,-0.50640386
2019-01-11 04:00:00,235.2876,,2.0,238.6767,,5.8692414e-05,-0.4062451,-0.48524898
2019-01-11 05:00:00,235.30482,,2.0,238.68246,,6.227661e-05,-0.4128498,-0.46900946
2019-01-11 06:00:00,235.44336,,2.0,238.82361,,6.526383e-05,-0.42373183,-0.46011198
2019-01-11 07:00:00,235.5015,,2.0,238.88698,,6.825058e-05,-0.4365009,-0.45998752
2019-01-11 08:00:00,235.5539,,2.0,238.9273,,7.2432216e-05,-0.45033932,-0.45084113
2019-01-11 09:00:00,235.61348,,2.0,238.98276,,7.72113e-05,-0.4673857,-0.42246866
2019-01-11 10:00:00,235.76064,,2.0,239.13037,,8.1691425e-05,-0.48877233,-0.37063915
2019-01-11 11:00:00,235.76852,,2.0,239.12677,,8.4827654e-05,-0.51273793,-0.320614
2019-01-11 12:00:00,235.7757,,2.0,239.13757,,8.691894e-05,-0.52361995,-0.2718955
2019-01-11 13:00:00,235.68454,,2.0,239.049,,8.811336e-05,-0.54840326,-0.24706961
2019-01-11 14:00:00,235.67305,,2.0,239.03244,,8.900976e-05,-0.5565176,-0.27849087
2019-01-11 15:00:00,235.5862,,2.0,238.94891,,8.975621e-05,-0.5823703,-0.26598457
2019-01-11 16:00:00,235.518,,2.0,238.8949,,9.110058e-05,-0.61495346,-0.24028759
2019-01-11 17:00:00,235.5015,,2.0,238.88266,,9.154854e-05,-0.6222501,-0.20152433
2019-01-11 18:00:00,235.51299,,2.0,238.87978,,9.289244e-05,-0.62885475,-0.21259955
2019-01-11 19:00:00,235.39957,,2.0,238.78471,,9.393785e-05,-0.61897916,-0.23095454
2019-01-11 20:00:00,235.36153,,2.0,238.74872,,1.4901161e-07,-0.6194824,-0.24557632
2019-01-11 21:00:00,235.31345,,2.0,238.68967,,1.4901161e-07,-0.62080336,-0.24781625
2019-01-11 22:00:00,235.32349,,2.0,238.7127,,1.4901161e-07,-0.6228162,-0.2565271
2019-01-11 23:00:00,235.33641,,2.0,238.72208,,1.4901161e-07,-0.6209291,-0.26872227
2019-01-12 00:00:00,235.31703,,2.0,238.6983,,1.4901161e-07,-0.6012409,-0.2865795
