time,d2m,ssrd,t2m,tp,u10,v10
2020-01-07 11:00:00,248.48917,-1.0,250.82817,0.00029759482,0.65773994,1.6335444
2020-01-07 12:00:00,247.53014,-1.0,249.88376,0.0003058007,0.40144214,1.6695546
2020-01-07 13:00:00,245.93344,-1.0,248.38495,0.00031746272,0.23336746,1.7382447
2020-01-07 14:00:00,245.28984,-1.0,247.80177,0.00033301208,0.15179864,1.7682185
2020-01-07 15:00:00,245.19911,-1.0,247.71448,0.00035288092,0.17304948,1.8196319
2020-01-07 16:00:00,245.12704,-1.0,247.64018,0.00037404522,0.21662438,1.834827
2020-01-07 17:00:00,245.13722,-1.0,247.66248,0.0003952086,0.2565502,1.8242112
2020-01-07 18:00:00,245.40517,-1.0,247.92435,0.00041507743,0.25182778,1.7871603
2020-01-07 19:00:00,245.96143,-1.0,248.39702,0.00043494627,0.14514434,1.8217134
2020-01-07 20:00:00,246.02841,-1.0,248.50475,0.00045826938,0.15287194,1.8250438
2020-01-07 21:00:00,246.40067,-1.0,248.82605,0.00049023237,0.2820941,1.8296231
2020-01-07 22:00:00,246.86449,-1.0,249.24765,0.000529537,0.42569813,1.8221297
2020-01-07 23:00:00,247.001,-1.0,249.36002,0.0005705701,0.5671556,1.8200482
2020-01-08 00:00:00,246.96709,-1.0,249.32751,0.0006059874,0.6070814,1.7894499
2020-01-08 01:00:00,246.87466,-1.0,249.2235,2.7210452e-05,0.59227026,1.8004819
2020-01-08 02:00:00,246.5109,-1.0,248.92912,5.0534494e-05,0.4866601,1.7705082
2020-01-08 03:00:00,246.13017,-1.0,248.57903,7.16988e-05,0.4111016,1.7942374
2020-01-08 04:00:00,245.73418,-1.0,248.17694,8.98391e-05,0.36473617,1.8327454
2020-01-08 05:00:00,245.35513,-1.0,247.8287,0.00010495726,0.35593534,1.8531443
2020-01-08 06:00:00,244.60046,-1.0,247.14615,0.00011748262,0.38706028,1.8931093
2020-01-08 07:00:00,244.7107,-1.0,247.21765,0.00013173651,0.4111016,1.8464835
2020-01-08 08:00:00,244.36473,-1.0,246.92421,0.00014728494,0.48429888,1.8639681
2020-01-08 09:00:00,244.00859,-1.0,246.61127,0.0001641307,0.4894506,1.7873684
2020-01-08 10:00:00,243.99164,-1.0,246.6224,0.000182271,0.52186346,1.7436566
2020-01-08 11:00:00,244.13918,-1.0,246.75705,0.00020343531,0.5564229,1.6641427
2020-01-08 12:00:00,244.12053,-1.0,246.74498,0.00023064669,0.5589987,1.603987
2020-01-08 13:00:00,244.11629,-1.0,246.74313,0.00025785714,0.5647944,1.5569446
2020-01-08 14:00:00,244.22482,-1.0,246.86014,0.00028550066,0.5529884,1.5309258
2020-01-08 15:00:00,243.9043,-1.0,246.53604,0.0003140075,0.6105159,1.5606914
2020-01-08 16:00:00,243.7771,-1.0,246.41718,0.00034035463,0.6553787,1.5373784
2020-01-08 17:00:00,243.85342,-1.0,246.50261,0.0003641108,0.70839846,1.4857569
2020-01-08 18:00:00,243.99927,-1.0,246.66327,0.00039218552,0.71033037,1.444751
2020-01-08 19:00:00,243.64992,-1.0,246.36331,0.00043192226,0.6478658,1.3925049
2020-01-08 20:00:00,243.80254,-1.0,246.51468,0.00047900155,0.67212176,1.3702328
2020-01-08 21:00:00,243.91702,-1.0,246.61497,0.0005217623,0.7116183,1.3525399
2020-01-08 22:00:00,243.6601,-1.0,246.35681,0.0005545886,0.6691166,1.4070756
2020-01-08 23:00:00,242.08714,-1.0,244.8738,0.00057964027,0.71097434,1.5846288
2020-01-09 00:00:00,242.04984,-1.0,244.87286,0.00059864484,0.5564229,1.4118631
2020-01-09 01:00:00,242.38052,-1.0,245.20067,1.8572435e-05,0.5306643,1.4441266
2020-01-09 02:00:00,242.65527,-1.0,245.47833,3.714487e-05,0.5023299,1.4965807
2020-01-09 03:00:00,242.8257,-1.0,245.6427,5.3126365e-05,0.5336695,1.5427904
2020-01-09 04:00:00,242.83757,-1.0,245.67892,6.953906e-05,0.58926505,1.5019927
2020-01-09 05:00:00,242.7604,-1.0,245.6037,9.1567636e-05,0.6128771,1.4480815
2020-01-09 06:00:00,242.58319,-1.0,245.4542,0.00011748262,0.5643651,1.4183158
2020-01-09 07:00:00,241.59534,-1.0,244.4494,0.00013130438,0.46025753,1.5567365
2020-01-09 08:00:00,241.81071,-1.0,244.70943,0.00013864692,0.41367745,1.5638137
2020-01-09 09:00:00,241.81155,-1.0,244.7865,0.00014210213,0.39414388,1.5417496
2020-01-09 10:00:00,241.49612,-1.0,244.48842,0.00014426187,0.36216033,1.6098151
2020-01-09 11:00:00,241.00346,-1.0,243.87923,0.00014685374,0.32888883,1.7182621
2020-01-09 12:00:00,240.63884,-1.0,243.40285,0.00014901254,0.3613017,1.8125547
